117,3,Steelers +2.5,weekly,10000,-115,8696,hit,2,2023-09-16 21:52:29,2023-09-19 03:44:29
118,3,Miami/New England U 46.6,weekly,10000,-110,9091,hit,2,2023-09-16 21:52:29,2023-09-18 22:07:24
119,3,Ravens/Bengals U 46.5,weekly,10000,-110,9091,miss,2,2023-09-16 21:52:29,2023-09-18 22:07:33
120,6,"Vikings +6.5, O 48.5, Hurts O 248.5 Passing Yds, Anytime TD: Hurts, Jefferson",weekly,1000,1247,12470,miss,2,2023-09-16 21:52:29,2023-09-17 01:00:34
121,6,Steelers/Browns U 38.5,weekly,5000,-110,4545,miss,2,2023-09-16 21:52:29,2023-09-19 03:44:52
122,5,Commanders +3.5,weekly,10000,-110,9091,hit,2,2023-09-16 21:52:29,2023-09-18 22:15:37
123,5,Jets + 8.5,weekly,10000,-105,9524,miss,2,2023-09-16 21:52:29,2023-09-18 22:12:20
124,5,Jared Goff O 1.5 Passing TDs,weekly,15000,-148,10135,hit,2,2023-09-16 21:52:29,2023-09-18 22:12:36
125,5,Tyler Lockett Alt Rec Yards 70+,weekly,15000,158,23700,miss,2,2023-09-16 21:52:29,2023-09-18 22:12:43
126,5,Josh Allen O 1.5 Passing TDs,weekly,15000,-158,9494,hit,2,2023-09-16 21:52:29,2023-09-18 22:12:45
127,5,McCaffery O 29.5 Receiving Yards ,weekly,15000,-114,13158,miss,2,2023-09-16 21:52:29,2023-09-18 22:13:11
128,5,"Parlay Rushing Yards: Tannehill U 9.5, Jordan Love O 11.5",weekly,20000,252,50400,miss,2,2023-09-16 21:52:29,2023-09-18 22:13:30
129,2,Green Bay to win,weekly,30000,114,34200,miss,2,2023-09-17 01:12:05,2023-09-18 22:07:38
130,2,Anytime TD: Bijan Robinson,weekly,5000,120,6000,miss,2,2023-09-17 01:12:05,2023-09-18 22:08:06
131,2,Jordan Love O 1.5 TDs,weekly,5000,142,7100,hit,2,2023-09-17 01:12:05,2023-09-18 22:08:10
132,2,"Anytime TD: Allgeier, Doubs",weekly,5000,804,40200,miss,2,2023-09-17 01:12:05,2023-09-18 22:08:18
133,2,"Parlay: Seahawks/Lions U 47.5, Raiders/Bills U 47.5 ",weekly,5000,256,12800,miss,2,2023-09-17 01:12:05,2023-09-18 22:08:35
134,2,Anytime TD: Anthony Richardson,weekly,15000,160,24000,hit,2,2023-09-17 01:12:05,2023-09-18 22:08:49
135,2,"Parlay: Colts to win, Ravens to win",weekly,10000,388,38800,hit,2,2023-09-17 01:12:05,2023-09-18 22:08:54
136,2,Saints -3,weekly,15000,-106,14151,push,2,2023-09-17 01:12:05,2023-09-19 02:52:06
137,2,Anytime TD: Kendrick Bourne,weekly,5000,230,11500,miss,2,2023-09-17 01:12:05,2023-09-18 22:09:11
138,2,Amon-Ra St. Brown Alt Rec. Yds 80+,weekly,5000,106,5300,hit,2,2023-09-17 01:12:05,2023-09-18 22:09:25
139,6,Green Bay +1.5,weekly,4000,114,4560,hit,2,2023-09-17 17:10:00,2023-09-18 22:15:11
140,6,Chargers To Win,weekly,10000,-146,6849,miss,2,2023-09-17 17:10:00,2023-09-18 22:10:00
141,6,Baltimore +3,weekly,10000,-104,9615,hit,2,2023-09-17 17:10:00,2023-09-18 22:15:31
142,6,Broncos -3.5,weekly,10000,-110,9091,miss,2,2023-09-17 17:10:00,2023-09-18 22:10:17
143,6,Jets to win,weekly,10000,350,35000,miss,2,2023-09-17 17:10:00,2023-09-18 22:10:23
144,6,Kansas City -3.5,weekly,10000,-105,9524,hit,2,2023-09-17 17:10:00,2023-09-18 22:10:26
145,6,Detroit -4.5,weekly,10000,-110,9091,miss,2,2023-09-17 17:10:00,2023-09-18 22:10:28
146,6,Miami/New England O 46.5,weekly,10000,-110,9091,hit,2,2023-09-17 17:10:00,2023-09-18 22:10:46
147,6,"Allen, Herbert, and Mahomes to combine for 7+ Passing TDs",weekly,2000,115,2300,hit,2,2023-09-17 17:10:00,2023-09-18 22:11:24
148,6,"Parlay: O 24.5 for Bengals, Anytime TD: Lamar Jackson, Jamarr Chase",weekly,1000,557,5570,miss,2,2023-09-17 17:10:00,2023-09-18 22:11:31
149,6,"Parlay: GB to win, O 40.5, Anytime TD: AJ Dillion, Bijan Robinson",weekly,1000,1024,10240,miss,2,2023-09-17 17:10:00,2023-09-18 22:11:33
150,6,Saints/Panthers O 39.5,weekly,6000,-115,5217,miss,2,2023-09-17 17:10:00,2023-09-19 02:58:04
151,6,Giants -4.5,weekly,10000,-102,9804,miss,2,2023-09-18 22:02:12,2023-09-18 22:11:39
